customer_sk,customer_id,customer_name,segment
2465,JP-161354,Julie Prescott,Home Office
2466,JP-54601,Jennifer Patt,Corporate
2467,JP-54602,Jennifer Patt,Corporate
2468,JP-54603,Jennifer Patt,Corporate
2469,JP-55201,Jeremy Pistek,Consumer
2470,JP-55202,Jeremy Pistek,Consumer
2471,JP-55203,Jeremy Pistek,Consumer
2472,JP-61351,Julie Prescott,Home Office
2473,JP-61352,Julie Prescott,Home Office
2474,JR-156701,Jim Radford,Consumer
2475,JR-156702,Jim Radford,Consumer
2476,JR-156703,Jim Radford,Consumer
2477,JR-156704,Jim Radford,Consumer
2478,JR-157001,Jocasta Rupert,Consumer
2479,JR-157002,Jocasta Rupert,Consumer
2480,JR-157003,Jocasta Rupert,Consumer
2481,JR-157004,Jocasta Rupert,Consumer
2482,JR-162101,Justin Ritter,Corporate
2483,JR-162102,Justin Ritter,Corporate
2484,JR-162103,Justin Ritter,Corporate
2485,JR-162104,Justin Ritter,Corporate
2486,JR-56701,Jim Radford,Consumer
2487,JR-56702,Jim Radford,Consumer
2488,JR-57001,Jocasta Rupert,Consumer
2489,JR-57002,Jocasta Rupert,Consumer
2490,JR-62101,Justin Ritter,Corporate
2491,JR-62102,Justin Ritter,Corporate
2492,JR-62103,Justin Ritter,Corporate
2493,JS-155951,Jill Stevenson,Corporate
2494,JS-155952,Jill Stevenson,Corporate
2495,JS-155953,Jill Stevenson,Corporate
2496,JS-155954,Jill Stevenson,Corporate
2497,JS-156851,Jim Sink,Corporate
2498,JS-156852,Jim Sink,Corporate
2499,JS-156853,Jim Sink,Corporate
2500,JS-156854,Jim Sink,Corporate
2501,JS-158801,John Stevenson,Consumer
2502,JS-158802,John Stevenson,Consumer
2503,JS-158803,John Stevenson,Consumer
2504,JS-158804,John Stevenson,Consumer
2505,JS-159401,Joni Sundaresam,Home Office
2506,JS-159402,Joni Sundaresam,Home Office
2507,JS-159403,Joni Sundaresam,Home Office
2508,JS-159404,Joni Sundaresam,Home Office
2509,JS-160301,Joy Smith,Consumer
2510,JS-160302,Joy Smith,Consumer
2511,JS-160303,Joy Smith,Consumer
2512,JS-160304,Joy Smith,Consumer
2513,JS-55951,Jill Stevenson,Corporate
2514,JS-55952,Jill Stevenson,Corporate
2515,JS-55953,Jill Stevenson,Corporate
2516,JS-56851,Jim Sink,Corporate
2517,JS-56852,Jim Sink,Corporate
2518,JS-58801,John Stevenson,Consumer
2519,JS-58802,John Stevenson,Consumer
2520,JS-59401,Joni Sundaresam,Home Office
2521,JS-59402,Joni Sundaresam,Home Office
2522,JS-59403,Joni Sundaresam,Home Office
2523,JS-60301,Joy Smith,Consumer
2524,JS-60302,Joy Smith,Consumer
2525,JS-60303,Joy Smith,Consumer
2526,JW-152201,Jane Waco,Corporate
2527,JW-152202,Jane Waco,Corporate
2528,JW-152203,Jane Waco,Corporate
2529,JW-152204,Jane Waco,Corporate
2530,JW-159551,Joni Wasserman,Consumer
2531,JW-159552,Joni Wasserman,Consumer
2532,JW-159553,Joni Wasserman,Consumer
2533,JW-159554,Joni Wasserman,Consumer
2534,JW-160751,Julia West,Consumer
2535,JW-160752,Julia West,Consumer
2536,JW-160753,Julia West,Consumer
2537,JW-160754,Julia West,Consumer
2538,JW-52201,Jane Waco,Corporate
2539,JW-52202,Jane Waco,Corporate
2540,JW-59551,Joni Wasserman,Consumer
2541,JW-59552,Joni Wasserman,Consumer
2542,JW-60751,Julia West,Consumer
2543,JW-60752,Julia West,Consumer
2544,KA-165251,Kelly Andreada,Consumer
2545,KA-165252,Kelly Andreada,Consumer
2546,KA-165253,Kelly Andreada,Consumer
2547,KA-165254,Kelly Andreada,Consumer
2548,KA-65251,Kelly Andreada,Consumer
2549,KA-65252,Kelly Andreada,Consumer
2550,KB-162401,Karen Bern,Corporate
2551,KB-162402,Karen Bern,Corporate
2552,KB-162403,Karen Bern,Corporate
2553,KB-162404,Karen Bern,Corporate
2554,KB-163151,Karl Braun,Consumer
2555,KB-163152,Karl Braun,Consumer
2556,KB-163153,Karl Braun,Consumer
2557,KB-163154,Karl Braun,Consumer
2558,KB-164051,Katrina Bavinger,Home Office
2559,KB-164052,Katrina Bavinger,Home Office
2560,KB-164053,Katrina Bavinger,Home Office
2561,KB-164054,Katrina Bavinger,Home Office
2562,KB-165851,Ken Black,Corporate
2563,KB-165852,Ken Black,Corporate
2564,KB-165853,Ken Black,Corporate
2565,KB-165854,Ken Black,Corporate
2566,KB-166001,Ken Brennan,Corporate
2567,KB-166002,Ken Brennan,Corporate
2568,KB-166003,Ken Brennan,Corporate
2569,KB-166004,Ken Brennan,Corporate
2570,KB-62401,Karen Bern,Corporate
2571,KB-62402,Karen Bern,Corporate
2572,KB-63151,Karl Braun,Consumer
2573,KB-63152,Karl Braun,Consumer
2574,KB-64051,Katrina Bavinger,Home Office
2575,KB-65851,Ken Black,Corporate
2576,KB-66001,Ken Brennan,Corporate
2577,KB-66002,Ken Brennan,Corporate
2578,KB-66003,Ken Brennan,Corporate
2579,KC-162551,Karen Carlisle,Corporate
2580,KC-162552,Karen Carlisle,Corporate
2581,KC-162553,Karen Carlisle,Corporate
2582,KC-162554,Karen Carlisle,Corporate
2583,KC-165401,Kelly Collister,Consumer
2584,KC-165402,Kelly Collister,Consumer
2585,KC-165403,Kelly Collister,Consumer
2586,KC-165404,Kelly Collister,Consumer
2587,KC-166751,Kimberly Carter,Corporate
2588,KC-166752,Kimberly Carter,Corporate
2589,KC-166753,Kimberly Carter,Corporate
2590,KC-166754,Kimberly Carter,Corporate
2591,KC-62551,Karen Carlisle,Corporate
2592,KC-62552,Karen Carlisle,Corporate
2593,KC-65401,Kelly Collister,Consumer
2594,KC-65402,Kelly Collister,Consumer
2595,KC-66751,Kimberly Carter,Corporate
2596,KC-66752,Kimberly Carter,Corporate
2597,KD-162701,Karen Daniels,Consumer
2598,KD-162702,Karen Daniels,Consumer
2599,KD-162703,Karen Daniels,Consumer
2600,KD-162704,Karen Daniels,Consumer
2601,KD-163451,Katherine Ducich,Consumer
2602,KD-163452,Katherine Ducich,Consumer
2603,KD-163453,Katherine Ducich,Consumer
2604,KD-163454,Katherine Ducich,Consumer
2605,KD-164951,Keith Dawkins,Corporate
2606,KD-164952,Keith Dawkins,Corporate
2607,KD-164953,Keith Dawkins,Corporate
2608,KD-164954,Keith Dawkins,Corporate
2609,KD-166151,Ken Dana,Corporate
2610,KD-166152,Ken Dana,Corporate
2611,KD-166153,Ken Dana,Corporate
2612,KD-166154,Ken Dana,Corporate
2613,KD-62701,Karen Daniels,Consumer
2614,KD-63451,Katherine Ducich,Consumer
2615,KD-63452,Katherine Ducich,Consumer
2616,KD-64951,Keith Dawkins,Corporate
2617,KD-64952,Keith Dawkins,Corporate
2618,KD-66151,Ken Dana,Corporate
2619,KE-164201,Katrina Edelman,Corporate
2620,KE-164202,Katrina Edelman,Corporate
2621,KE-164203,Katrina Edelman,Corporate
2622,KE-164204,Katrina Edelman,Corporate
2623,KE-64201,Katrina Edelman,Corporate
2624,KE-64202,Katrina Edelman,Corporate
2625,KF-162851,Karen Ferguson,Home Office
2626,KF-162852,Karen Ferguson,Home Office
2627,KF-162853,Karen Ferguson,Home Office
2628,KF-162854,Karen Ferguson,Home Office
2629,KF-62851,Karen Ferguson,Home Office
2630,KF-62852,Karen Ferguson,Home Office
2631,KH-163301,Katharine Harms,Corporate
2632,KH-163302,Katharine Harms,Corporate
2633,KH-163303,Katharine Harms,Corporate
2634,KH-163304,Katharine Harms,Corporate
2635,KH-163601,Katherine Hughes,Consumer
2636,KH-163602,Katherine Hughes,Consumer
2637,KH-163603,Katherine Hughes,Consumer
2638,KH-163604,Katherine Hughes,Consumer
2639,KH-165101,Keith Herrera,Consumer
2640,KH-165102,Keith Herrera,Consumer
2641,KH-165103,Keith Herrera,Consumer
2642,KH-165104,Keith Herrera,Consumer
2643,KH-166301,Ken Heidel,Corporate
2644,KH-166302,Ken Heidel,Corporate
2645,KH-166303,Ken Heidel,Corporate
2646,KH-166304,Ken Heidel,Corporate
2647,KH-166901,Kristen Hastings,Corporate
2648,KH-166902,Kristen Hastings,Corporate
2649,KH-166903,Kristen Hastings,Corporate
2650,KH-166904,Kristen Hastings,Corporate
2651,KH-63301,Katharine Harms,Corporate
2652,KH-63302,Katharine Harms,Corporate
2653,KH-63601,Katherine Hughes,Consumer
2654,KH-63602,Katherine Hughes,Consumer
2655,KH-65101,Keith Herrera,Consumer
2656,KH-65102,Keith Herrera,Consumer
2657,KH-66301,Ken Heidel,Corporate
2658,KH-66302,Ken Heidel,Corporate
2659,KH-66901,Kristen Hastings,Corporate
2660,KH-66902,Kristen Hastings,Corporate
2661,KH-66903,Kristen Hastings,Corporate
2662,KL-165551,Kelly Lampkin,Corporate
2663,KL-165552,Kelly Lampkin,Corporate
2664,KL-165553,Kelly Lampkin,Corporate
2665,KL-165554,Kelly Lampkin,Corporate
2666,KL-166451,Ken Lonsdale,Consumer
2667,KL-166452,Ken Lonsdale,Consumer
2668,KL-166453,Ken Lonsdale,Consumer
2669,KL-166454,Ken Lonsdale,Consumer
2670,KL-65551,Kelly Lampkin,Corporate
2671,KL-65552,Kelly Lampkin,Corporate
2672,KL-66451,Ken Lonsdale,Consumer
2673,KL-66452,Ken Lonsdale,Consumer
2674,KM-162251,Kalyca Meade,Corporate
2675,KM-162252,Kalyca Meade,Corporate
2676,KM-162253,Kalyca Meade,Corporate
2677,KM-162254,Kalyca Meade,Corporate
2678,KM-163751,Katherine Murray,Home Office
2679,KM-163752,Katherine Murray,Home Office
2680,KM-163753,Katherine Murray,Home Office
2681,KM-163754,Katherine Murray,Home Office
2682,KM-166601,Khloe Miller,Consumer
2683,KM-166602,Khloe Miller,Consumer
2684,KM-166603,Khloe Miller,Consumer
2685,KM-166604,Khloe Miller,Consumer
2686,KM-167201,Kunst Miller,Consumer
2687,KM-167202,Kunst Miller,Consumer
2688,KM-167203,Kunst Miller,Consumer
2689,KM-167204,Kunst Miller,Consumer
2690,KM-62251,Kalyca Meade,Corporate
2691,KM-62252,Kalyca Meade,Corporate
2692,KM-63751,Katherine Murray,Home Office
2693,KM-63752,Katherine Murray,Home Office
2694,KM-63753,Katherine Murray,Home Office
2695,KM-66601,Khloe Miller,Consumer
2696,KM-66602,Khloe Miller,Consumer
2697,KM-67201,Kunst Miller,Consumer
2698,KN-163901,Katherine Nockton,Corporate
2699,KN-163902,Katherine Nockton,Corporate
2700,KN-163903,Katherine Nockton,Corporate
2701,KN-163904,Katherine Nockton,Corporate
2702,KN-164501,Kean Nguyen,Corporate
2703,KN-164502,Kean Nguyen,Corporate
2704,KN-164503,Kean Nguyen,Corporate
2705,KN-164504,Kean Nguyen,Corporate
2706,KN-167051,Kristina Nunn,Home Office
2707,KN-167052,Kristina Nunn,Home Office
2708,KN-167053,Kristina Nunn,Home Office
2709,KN-167054,Kristina Nunn,Home Office
2710,KN-63901,Katherine Nockton,Corporate
2711,KN-63902,Katherine Nockton,Corporate
2712,KN-64501,Kean Nguyen,Corporate
2713,KN-64502,Kean Nguyen,Corporate
2714,KN-67051,Kristina Nunn,Home Office
2715,KN-67052,Kristina Nunn,Home Office
2716,KS-163001,Karen Seio,Corporate
2717,KS-163002,Karen Seio,Corporate
2718,KS-163003,Karen Seio,Corporate
2719,KS-163004,Karen Seio,Corporate
2720,KS-63001,Karen Seio,Corporate
2721,KS-63002,Karen Seio,Corporate
2722,KT-164651,Kean Takahito,Consumer
2723,KT-164652,Kean Takahito,Consumer
2724,KT-164653,Kean Takahito,Consumer
2725,KT-164654,Kean Takahito,Consumer
2726,KT-164801,Kean Thornton,Consumer
2727,KT-164802,Kean Thornton,Consumer
2728,KT-164803,Kean Thornton,Consumer
2729,KT-164804,Kean Thornton,Consumer
2730,KT-64651,Kean Takahito,Consumer
2731,KT-64652,Kean Takahito,Consumer
2732,KT-64653,Kean Takahito,Consumer
2733,KT-64801,Kean Thornton,Consumer
2734,KT-64802,Kean Thornton,Consumer
2735,KW-164351,Katrina Willman,Consumer
2736,KW-164352,Katrina Willman,Consumer
2737,KW-164353,Katrina Willman,Consumer
2738,KW-164354,Katrina Willman,Consumer
2739,KW-165701,Kelly Williams,Consumer
2740,KW-165702,Kelly Williams,Consumer
2741,KW-165703,Kelly Williams,Consumer
2742,KW-165704,Kelly Williams,Consumer
2743,KW-64351,Katrina Willman,Consumer
2744,KW-65701,Kelly Williams,Consumer
2745,KW-65702,Kelly Williams,Consumer
2746,LA-167801,Laura Armstrong,Corporate
2747,LA-167802,Laura Armstrong,Corporate
2748,LA-167803,Laura Armstrong,Corporate
2749,LA-167804,Laura Armstrong,Corporate
2750,LA-67801,Laura Armstrong,Corporate
2751,LA-67802,Laura Armstrong,Corporate
2752,LB-167351,Larry Blacks,Consumer
2753,LB-167352,Larry Blacks,Consumer
2754,LB-167353,Larry Blacks,Consumer
2755,LB-167354,Larry Blacks,Consumer
2756,LB-167951,Laurel Beltran,Home Office
2757,LB-167952,Laurel Beltran,Home Office
2758,LB-167953,Laurel Beltran,Home Office
2759,LB-167954,Laurel Beltran,Home Office
2760,LB-67351,Larry Blacks,Consumer
2761,LB-67352,Larry Blacks,Consumer
2762,LB-67353,Larry Blacks,Consumer
2763,LB-67951,Laurel Beltran,Home Office
2764,LB-67952,Laurel Beltran,Home Office
2765,LC-168701,Lena Cacioppo,Consumer
2766,LC-168702,Lena Cacioppo,Consumer
2767,LC-168703,Lena Cacioppo,Consumer
2768,LC-168704,Lena Cacioppo,Consumer
2769,LC-168851,Lena Creighton,Consumer
2770,LC-168852,Lena Creighton,Consumer
2771,LC-168853,Lena Creighton,Consumer
2772,LC-168854,Lena Creighton,Consumer
2773,LC-169301,Linda Cazamias,Corporate
2774,LC-169302,Linda Cazamias,Corporate
2775,LC-169303,Linda Cazamias,Corporate
2776,LC-169304,Linda Cazamias,Corporate
2777,LC-169601,Lindsay Castell,Home Office
2778,LC-169602,Lindsay Castell,Home Office
2779,LC-169603,Lindsay Castell,Home Office
2780,LC-169604,Lindsay Castell,Home Office
2781,LC-170501,Liz Carlisle,Consumer
2782,LC-170502,Liz Carlisle,Consumer
2783,LC-170503,Liz Carlisle,Consumer
2784,LC-170504,Liz Carlisle,Consumer
2785,LC-171401,Logan Currie,Consumer
2786,LC-171402,Logan Currie,Consumer
2787,LC-171403,Logan Currie,Consumer
2788,LC-171404,Logan Currie,Consumer
2789,LC-68701,Lena Cacioppo,Consumer
2790,LC-68702,Lena Cacioppo,Consumer
2791,LC-68851,Lena Creighton,Consumer
2792,LC-68852,Lena Creighton,Consumer
2793,LC-68853,Lena Creighton,Consumer
2794,LC-69301,Linda Cazamias,Corporate
2795,LC-69302,Linda Cazamias,Corporate
2796,LC-69601,Lindsay Castell,Home Office
2797,LC-69602,Lindsay Castell,Home Office
2798,LC-70501,Liz Carlisle,Consumer
2799,LC-70502,Liz Carlisle,Consumer
2800,LC-71401,Logan Currie,Consumer
2801,LC-71402,Logan Currie,Consumer
2802,LC-71403,Logan Currie,Consumer
2803,LD-168551,Lela Donovan,Corporate
2804,LD-168552,Lela Donovan,Corporate
2805,LD-168553,Lela Donovan,Corporate
2806,LD-168554,Lela Donovan,Corporate
2807,LD-170051,Lisa DeCherney,Consumer
2808,LD-170052,Lisa DeCherney,Consumer
2809,LD-170053,Lisa DeCherney,Consumer
2810,LD-170054,Lisa DeCherney,Consumer
2811,LD-68551,Lela Donovan,Corporate
2812,LD-68552,Lela Donovan,Corporate
2813,LD-70051,Lisa DeCherney,Consumer
2814,LD-70052,Lisa DeCherney,Consumer
2815,LD-70053,Lisa DeCherney,Consumer
2816,LE-168101,Laurel Elliston,Consumer
2817,LE-168102,Laurel Elliston,Consumer
2818,LE-168103,Laurel Elliston,Consumer
2819,LE-168104,Laurel Elliston,Consumer
2820,LE-68101,Laurel Elliston,Consumer
2821,LF-171851,Luke Foster,Consumer
2822,LF-171852,Luke Foster,Consumer
2823,LF-171853,Luke Foster,Consumer
2824,LF-171854,Luke Foster,Consumer
2825,LF-71851,Luke Foster,Consumer
2826,LF-71852,Luke Foster,Consumer
2827,LH-167501,Larry Hughes,Consumer
2828,LH-167502,Larry Hughes,Consumer
2829,LH-167503,Larry Hughes,Consumer
2830,LH-167504,Larry Hughes,Consumer
2831,LH-169001,Lena Hernandez,Consumer
2832,LH-169002,Lena Hernandez,Consumer
2833,LH-169003,Lena Hernandez,Consumer
2834,LH-169004,Lena Hernandez,Consumer
2835,LH-170201,Lisa Hazard,Consumer
2836,LH-170202,Lisa Hazard,Consumer
2837,LH-170203,Lisa Hazard,Consumer
2838,LH-170204,Lisa Hazard,Consumer
2839,LH-171551,Logan Haushalter,Consumer
2840,LH-171552,Logan Haushalter,Consumer
2841,LH-171553,Logan Haushalter,Consumer
2842,LH-171554,Logan Haushalter,Consumer
2843,LH-67501,Larry Hughes,Consumer
2844,LH-67502,Larry Hughes,Consumer
2845,LH-69001,Lena Hernandez,Consumer
2846,LH-69002,Lena Hernandez,Consumer
2847,LH-70201,Lisa Hazard,Consumer
2848,LH-70202,Lisa Hazard,Consumer
2849,LH-71551,Logan Haushalter,Consumer
2850,LH-71552,Logan Haushalter,Consumer
2851,LH-71553,Logan Haushalter,Consumer
2852,LL-168401,Lauren Leatherbury,Consumer
2853,LL-168402,Lauren Leatherbury,Consumer
2854,LL-168403,Lauren Leatherbury,Consumer
2855,LL-168404,Lauren Leatherbury,Consumer
2856,LL-68401,Lauren Leatherbury,Consumer
2857,LL-68402,Lauren Leatherbury,Consumer
2858,LM-170651,Liz MacKendrick,Consumer
2859,LM-170652,Liz MacKendrick,Consumer
2860,LM-170653,Liz MacKendrick,Consumer
2861,LM-170654,Liz MacKendrick,Consumer
2862,LM-70651,Liz MacKendrick,Consumer
2863,LM-70652,Liz MacKendrick,Consumer
2864,LO-171701,Lori Olson,Corporate
2865,LO-171702,Lori Olson,Corporate
2866,LO-171703,Lori Olson,Corporate
2867,LO-171704,Lori Olson,Corporate
2868,LO-71701,Lori Olson,Corporate
2869,LO-71702,Lori Olson,Corporate
2870,LP-170801,Liz Pelletier,Consumer
2871,LP-170802,Liz Pelletier,Consumer
2872,LP-170803,Liz Pelletier,Consumer
2873,LP-170804,Liz Pelletier,Consumer
2874,LP-170951,Liz Preis,Consumer
2875,LP-170952,Liz Preis,Consumer
2876,LP-170953,Liz Preis,Consumer
2877,LP-170954,Liz Preis,Consumer
2878,LP-70801,Liz Pelletier,Consumer
2879,LP-70802,Liz Pelletier,Consumer
2880,LP-70951,Liz Preis,Consumer
2881,LP-70952,Liz Preis,Consumer
2882,LP-70953,Liz Preis,Consumer
2883,LR-169151,Lena Radford,Consumer
2884,LR-169152,Lena Radford,Consumer
2885,LR-169153,Lena Radford,Consumer
2886,LR-169154,Lena Radford,Consumer
2887,LR-170351,Lisa Ryan,Corporate
2888,LR-170352,Lisa Ryan,Corporate
2889,LR-170353,Lisa Ryan,Corporate
2890,LR-170354,Lisa Ryan,Corporate
2891,LR-69151,Lena Radford,Consumer
2892,LR-69152,Lena Radford,Consumer
2893,LR-70351,Lisa Ryan,Corporate
2894,LR-70352,Lisa Ryan,Corporate
2895,LS-169451,Linda Southworth,Corporate
2896,LS-169452,Linda Southworth,Corporate
2897,LS-169453,Linda Southworth,Corporate
2898,LS-169454,Linda Southworth,Corporate
2899,LS-169751,Lindsay Shagiari,Home Office
2900,LS-169752,Lindsay Shagiari,Home Office
2901,LS-169753,Lindsay Shagiari,Home Office
2902,LS-169754,Lindsay Shagiari,Home Office
2903,LS-172001,Luke Schmidt,Corporate
2904,LS-172002,Luke Schmidt,Corporate
2905,LS-172003,Luke Schmidt,Corporate
2906,LS-172004,Luke Schmidt,Corporate
2907,LS-172301,Lycoris Saunders,Consumer
2908,LS-172302,Lycoris Saunders,Consumer
2909,LS-172303,Lycoris Saunders,Consumer
2910,LS-172304,Lycoris Saunders,Consumer
2911,LS-172451,Lynn Smith,Consumer
2912,LS-172452,Lynn Smith,Consumer
2913,LS-172453,Lynn Smith,Consumer
2914,LS-172454,Lynn Smith,Consumer
2915,LS-69451,Linda Southworth,Corporate
2916,LS-69452,Linda Southworth,Corporate
2917,LS-69453,Linda Southworth,Corporate
2918,LS-69751,Lindsay Shagiari,Home Office
2919,LS-69752,Lindsay Shagiari,Home Office
2920,LS-69753,Lindsay Shagiari,Home Office
2921,LS-72001,Luke Schmidt,Corporate
2922,LS-72301,Lycoris Saunders,Consumer
2923,LS-72302,Lycoris Saunders,Consumer
2924,LS-72451,Lynn Smith,Consumer
2925,LS-72452,Lynn Smith,Consumer
2926,LT-167651,Larry Tron,Consumer
2927,LT-167652,Larry Tron,Consumer
2928,LT-167653,Larry Tron,Consumer
2929,LT-167654,Larry Tron,Consumer
2930,LT-171101,Liz Thompson,Consumer
2931,LT-171102,Liz Thompson,Consumer
2932,LT-171103,Liz Thompson,Consumer
2933,LT-171104,Liz Thompson,Consumer
2934,LT-67651,Larry Tron,Consumer
2935,LT-67652,Larry Tron,Consumer
2936,LT-67653,Larry Tron,Consumer
2937,LT-71101,Liz Thompson,Consumer
2938,LT-71102,Liz Thompson,Consumer
2939,LW-168251,Laurel Workman,Corporate
2940,LW-168252,Laurel Workman,Corporate
2941,LW-168253,Laurel Workman,Corporate
2942,LW-168254,Laurel Workman,Corporate
2943,LW-169901,Lindsay Williams,Corporate
2944,LW-169902,Lindsay Williams,Corporate
2945,LW-169903,Lindsay Williams,Corporate
2946,LW-169904,Lindsay Williams,Corporate
2947,LW-171251,Liz Willingham,Consumer
2948,LW-171252,Liz Willingham,Consumer
2949,LW-171253,Liz Willingham,Consumer
2950,LW-171254,Liz Willingham,Consumer
2951,LW-172151,Luke Weiss,Consumer
2952,LW-172152,Luke Weiss,Consumer
2953,LW-172153,Luke Weiss,Consumer
2954,LW-172154,Luke Weiss,Consumer
2955,LW-68251,Laurel Workman,Corporate
2956,LW-68252,Laurel Workman,Corporate
2957,LW-69901,Lindsay Williams,Corporate
2958,LW-69902,Lindsay Williams,Corporate
2959,LW-71251,Liz Willingham,Consumer
2960,LW-71252,Liz Willingham,Consumer
2961,LW-72151,Luke Weiss,Consumer
2962,LW-72152,Luke Weiss,Consumer
2963,LW-72153,Luke Weiss,Consumer
2964,MA-175601,Matt Abelman,Home Office
2965,MA-175602,Matt Abelman,Home Office
2966,MA-175603,Matt Abelman,Home Office
2967,MA-175604,Matt Abelman,Home Office
2968,MA-179951,Michelle Arnett,Home Office
2969,MA-179952,Michelle Arnett,Home Office
2970,MA-179953,Michelle Arnett,Home Office
2971,MA-179954,Michelle Arnett,Home Office
2972,MA-75601,Matt Abelman,Home Office
2973,MA-75602,Matt Abelman,Home Office
2974,MA-79951,Michelle Arnett,Home Office
2975,MA-79952,Michelle Arnett,Home Office
2976,MA-79953,Michelle Arnett,Home Office
2977,MB-173051,Maria Bertelson,Consumer
2978,MB-173052,Maria Bertelson,Consumer
2979,MB-173053,Maria Bertelson,Consumer
2980,MB-173054,Maria Bertelson,Consumer
2981,MB-180851,Mick Brown,Consumer
2982,MB-180852,Mick Brown,Consumer
2983,MB-180853,Mick Brown,Consumer
2984,MB-180854,Mick Brown,Consumer
2985,MB-73051,Maria Bertelson,Consumer
2986,MB-73052,Maria Bertelson,Consumer
2987,MB-80851,Mick Brown,Consumer
2988,MB-80852,Mick Brown,Consumer
2989,MC-172751,Marc Crier,Consumer
2990,MC-172752,Marc Crier,Consumer
2991,MC-172753,Marc Crier,Consumer
2992,MC-172754,Marc Crier,Consumer
2993,MC-174251,Mark Cousins,Corporate
2994,MC-174252,Mark Cousins,Corporate
2995,MC-174253,Mark Cousins,Corporate
2996,MC-174254,Mark Cousins,Corporate
2997,MC-175751,Matt Collins,Consumer
2998,MC-175752,Matt Collins,Consumer
2999,MC-175753,Matt Collins,Consumer
3000,MC-175754,Matt Collins,Consumer
3001,MC-175901,Matt Collister,Corporate
3002,MC-175902,Matt Collister,Corporate
3003,MC-175903,Matt Collister,Corporate
3004,MC-175904,Matt Collister,Corporate
3005,MC-176051,Matt Connell,Corporate
3006,MC-176052,Matt Connell,Corporate
3007,MC-176053,Matt Connell,Corporate
3008,MC-176054,Matt Connell,Corporate
3009,MC-176351,Matthew Clasen,Corporate
3010,MC-176352,Matthew Clasen,Corporate
3011,MC-176353,Matthew Clasen,Corporate
3012,MC-176354,Matthew Clasen,Corporate
3013,MC-178451,Michael Chen,Consumer
3014,MC-178452,Michael Chen,Consumer
3015,MC-178453,Michael Chen,Consumer
3016,MC-178454,Michael Chen,Consumer
3017,MC-181001,Mick Crebagga,Consumer
3018,MC-181002,Mick Crebagga,Consumer
3019,MC-181003,Mick Crebagga,Consumer
3020,MC-181004,Mick Crebagga,Consumer
3021,MC-181301,Mike Caudle,Corporate
3022,MC-181302,Mike Caudle,Corporate
3023,MC-181303,Mike Caudle,Corporate
3024,MC-181304,Mike Caudle,Corporate
3025,MC-72751,Marc Crier,Consumer
3026,MC-72752,Marc Crier,Consumer
3027,MC-74251,Mark Cousins,Corporate
3028,MC-74252,Mark Cousins,Corporate
3029,MC-75751,Matt Collins,Consumer
3030,MC-75752,Matt Collins,Consumer
3031,MC-75901,Matt Collister,Corporate
3032,MC-75902,Matt Collister,Corporate
3033,MC-76051,Matt Connell,Corporate
3034,MC-76052,Matt Connell,Corporate
3035,MC-76351,Matthew Clasen,Corporate
3036,MC-76352,Matthew Clasen,Corporate
3037,MC-78451,Michael Chen,Consumer
3038,MC-78452,Michael Chen,Consumer
3039,MC-81001,Mick Crebagga,Consumer
3040,MC-81301,Mike Caudle,Corporate
3041,MC-81302,Mike Caudle,Corporate
3042,MD-173501,Maribeth Dona,Consumer
3043,MD-173502,Maribeth Dona,Consumer
3044,MD-173503,Maribeth Dona,Consumer
3045,MD-173504,Maribeth Dona,Consumer
3046,MD-178601,Michael Dominguez,Corporate
3047,MD-178602,Michael Dominguez,Corporate
3048,MD-178603,Michael Dominguez,Corporate
3049,MD-178604,Michael Dominguez,Corporate
3050,MD-73501,Maribeth Dona,Consumer
3051,MD-73502,Maribeth Dona,Consumer
3052,MD-73503,Maribeth Dona,Consumer
3053,MD-78601,Michael Dominguez,Corporate
3054,ME-173201,Maria Etezadi,Home Office
3055,ME-173202,Maria Etezadi,Home Office
3056,ME-173203,Maria Etezadi,Home Office
3057,ME-173204,Maria Etezadi,Home Office
3058,ME-177251,Max Engle,Consumer
3059,ME-177252,Max Engle,Consumer
3060,ME-177253,Max Engle,Consumer
3061,ME-177254,Max Engle,Consumer
3062,ME-180101,Michelle Ellison,Corporate
3063,ME-180102,Michelle Ellison,Corporate
3064,ME-180103,Michelle Ellison,Corporate
3065,ME-180104,Michelle Ellison,Corporate
3066,ME-73201,Maria Etezadi,Home Office
3067,ME-73202,Maria Etezadi,Home Office
3068,ME-77251,Max Engle,Consumer
3069,ME-77252,Max Engle,Consumer
3070,ME-77253,Max Engle,Consumer
3071,ME-80101,Michelle Ellison,Corporate
3072,MF-176651,Maureen Fritzler,Corporate
3073,MF-176652,Maureen Fritzler,Corporate
3074,MF-176653,Maureen Fritzler,Corporate
3075,MF-176654,Maureen Fritzler,Corporate
3076,MF-182501,Monica Federle,Corporate
3077,MF-182502,Monica Federle,Corporate
3078,MF-182503,Monica Federle,Corporate
3079,MF-182504,Monica Federle,Corporate
3080,MF-76651,Maureen Fritzler,Corporate
3081,MF-76652,Maureen Fritzler,Corporate
3082,MF-82501,Monica Federle,Corporate
3083,MF-82502,Monica Federle,Corporate
3084,MG-176501,Matthew Grinstein,Home Office
3085,MG-176502,Matthew Grinstein,Home Office
3086,MG-176503,Matthew Grinstein,Home Office
3087,MG-176504,Matthew Grinstein,Home Office
3088,MG-176801,Maureen Gastineau,Home Office
3089,MG-176802,Maureen Gastineau,Home Office
